geo.coordinates
"[ 29.93188712, -89.93057387 ]"
"[ 29.9064709, -90.0525586 ]"
"[ 30.25823635, -93.23185533 ]"
"[ 29.95863547, -90.16935312 ]"
"[ 32.56287705, -92.05663991 ]"
"[ 29.93357715, -90.01399078999999 ]"

"[ 32.44703483, -92.09285636 ]"
"[ 31.4008593, -92.46829990000001 ]"
"[ 30.25367274, -91.89546744 ]"
"[ 29.96465183, -90.01509414 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 32.44703483, -92.09285636 ]"

"[ 29.93188712, -89.93057387 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 14.78778021, -89.54999497999999 ]"

"[ 32.46754162, -92.08833808 ]"
"[ 30.2582444, -93.23185349000001 ]"
"[ 29.92707774, -90.08086109 ]"
"[ 29.96387295, -90.10641982999999 ]"
"[ 29.93188712, -89.93057387 ]"

"[ 14.78774103, -89.54998777 ]"
"[ 32.4675852, -92.08847512 ]"
"[ 29.93188712, -89.93057387 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 14.77793, -88.70188 ]"
"[ 29.96344205, -90.01896707 ]"

"[ 14.63499607, -89.44424050000001 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 30.02113725, -90.2736429 ]"
"[ 29.93188712, -89.93057387 ]"
"[ 29.96386689, -90.10643597000001 ]"
"[ 15.73104, -88.59846 ]"
"[ 29.92705376, -90.08086611 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 29.98092843, -90.16385815 ]"
"[ 32.453994, -91.68586929999999 ]"
"[ 31.794718, -93.09259416 ]"
"[ 29.94186741, -90.11905271000001 ]"
"[ 14.78772728, -89.54998157 ]"
"[ 14.77718, -88.69974000000001 ]"
"[ 29.93188712, -89.93057387 ]"
"[ 29.9064933, -90.0525974 ]"
"[ 29.95040358, -90.09414554 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 32.55258169, -92.06433303999999 ]"
"[ 29.93188712, -89.93057387 ]"

"[ 30.25367274, -91.89546744 ]"
"[ 29.93188712, -89.93057387 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 30.16921425, -93.18949127 ]"
"[ 32.55218161, -92.06445278 ]"
"[ 30.02112023, -90.27365774 ]"
"[ 30.0091517, -90.1637494 ]"
"[ 29.9634024, -90.01900152 ]"
"[ 29.96387104, -90.10644665 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 29.95027877, -90.09419591 ]"
"[ 29.93188712, -89.93057387 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 30.25824519, -93.23185877 ]"

"[ 30.25367274, -91.89546744 ]"
"[ 32.55218161, -92.06445278 ]"
"[ 29.96386723, -90.10644914 ]"

"[ 30.25824519, -93.23185877 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 31.79506452, -93.09247904999999 ]"
"[ 29.93188712, -89.93057387 ]"
"[ 29.94998457, -90.09382415 ]"
"[ 32.55235969, -92.06438866000001 ]"
"[ 29.96387672, -90.10643820999999 ]"
"[ 29.93177132, -89.93050321 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 30.46747893, -92.27011088 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 32.46751419, -92.08837446 ]"
"[ 29.94243284, -90.12742909000001 ]"
"[ 29.72105552, -91.04739742 ]"
"[ 29.95864413, -90.16936990000001 ]"
"[ 31.4008593, -92.46829990000001 ]"
"[ 29.98087557, -90.16416477 ]"
"[ 32.55245638, -92.06454038 ]"
"[ 30.3352871, -93.2517775 ]"
"[ 29.93177132, -89.93050321 ]"

"[ 32.44703483, -92.09285636 ]"
"[ 29.9597601, -89.96209260000001 ]"
"[ 29.94996322, -90.09383914 ]"
"[ 14.78774086, -89.55000093 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 29.86414108, -90.10333466 ]"
"[ 29.94998517, -90.09394057 ]"
"[ 32.55254171, -92.06432131 ]"
"[ 31.77208396, -93.64437372 ]"
"[ 29.9644233, -90.01510589999999 ]"
"[ 29.875016, -92.218675 ]"
"[ 29.94998415, -90.09393595 ]"

"[ 29.94970311, -90.09375137000001 ]"
"[ 29.123233, -90.2166869 ]"
"[ 14.6349954, -89.4442413 ]"
"[ 29.93177132, -89.93050321 ]"
"[ 29.94984982, -90.09382607000001 ]"
"[ 32.55251919, -92.06427681 ]"
"[ 29.94996555, -90.0937527 ]"
"[ 31.79502758, -93.09247336999999 ]"
"[ 29.123233, -90.2166869 ]"
"[ 30.25367274, -91.89546744 ]"
"[ 29.94244945, -90.12785958000001 ]"

"[ 32.52457594, -92.33213397 ]"
"[ 29.94244945, -90.12785958000001 ]"
"[ 14.6349954, -89.4442413 ]"
"[ 32.55243361, -92.06431171 ]"
"[ 30.25821904, -93.23189171 ]"
"[ 29.94993572, -90.09371453999999 ]"
"[ 32.55243361, -92.06431171 ]"
"[ 29.94253691, -90.12747426 ]"
"[ 30.25361296, -91.89541119 ]"
"[ 30.02111943, -90.27364785 ]"
"[ 30.17301284, -93.94562308 ]"
"[ 29.123233, -90.2166869 ]"
"[ 29.98087557, -90.16416477 ]"
"[ 29.94998333, -90.09392957999999 ]"
"[ 15.7184073, -88.5899249 ]"
"[ 14.6349954, -89.4442413 ]"
"[ 32.4765049, -92.090583 ]"

"[ 31.57200424, -92.51680459000001 ]"
"[ 30.01994359, -90.10920116 ]"
"[ 32.4765049, -92.090583 ]"
"[ 29.86597303, -90.09526167 ]"
"[ 29.9005411, -90.06154352 ]"
"[ 29.123233, -90.2166869 ]"
"[ 29.94998271, -90.09392861000001 ]"
"[ 30.25806791, -93.23194264999999 ]"
"[ 29.94996635, -90.09380431 ]"
"[ 29.94252567, -90.12772547 ]"
"[ 32.4765049, -92.090583 ]"
"[ 30.25357425, -91.89512492999999 ]"
"[ 29.94993659, -90.09371595 ]"
"[ 29.9420966, -90.11703297 ]"
"[ 32.44706567, -92.0928344 ]"

"[ 29.123233, -90.2166869 ]"
"[ 29.963972, -90.106123 ]"
"[ 30.25824063, -93.23161786999999 ]"
"[ 29.94252567, -90.12772547 ]"
"[ 29.94267586, -90.1276269 ]"
"[ 32.4947626, -92.30581303 ]"
"[ 15.7184061, -88.5899265 ]"
"[ 29.9499327, -90.09370944 ]"
"[ 32.44706567, -92.0928344 ]"
"[ 29.94243746, -90.12772121 ]"
"[ 30.25824063, -93.23161786999999 ]"

"[ 32.26872869, -93.69663801 ]"
"[ 31.4008593, -92.46829990000001 ]"
"[ 29.9499327, -90.09370944 ]"
"[ 32.4765049, -92.090583 ]"
"[ 15.76244, -86.80793667 ]"
"[ 29.94974065, -90.09364146999999 ]"
"[ 29.94252742, -90.12772639000001 ]"
"[ 14.6349954, -89.4442413 ]"
"[ 30.25824063, -93.23161786999999 ]"
"[ 29.9065003, -90.0526081 ]"
"[ 32.44706567, -92.0928344 ]"
"[ 29.95871385, -90.06856661 ]"
"[ 29.94252742, -90.12772639000001 ]"
"[ 15.502974, -88.0139939 ]"
"[ 29.94996898, -90.09380615000001 ]"
"[ 30.0202415, -90.074879 ]"
"[ 29.94185943, -90.11851085000001 ]"
"[ 31.77208396, -93.64437372 ]"
"[ 29.95000404, -90.09399701 ]"
"[ 32.52457889, -92.33215014 ]"
"[ 29.93200275, -89.93074763 ]"
"[ 14.6349954, -89.4442413 ]"
"[ 30.02106979, -90.27385421 ]"
"[ 29.9393364, -90.1102973 ]"
"[ 29.9499904, -90.0939095 ]"
"[ 29.93175464, -89.93047681 ]"
"[ 30.25822998, -93.23184117 ]"
"[ 32.4765049, -92.090583 ]"
"[ 29.9809103, -90.16387813999999 ]"
"[ 15.77832782, -87.46971395 ]"
"[ 30.08091559, -93.20104243 ]"
"[ 15.78006, -88.0312 ]"
"[ 29.9393364, -90.1102973 ]"
"[ 32.56505017, -92.04893473 ]"
"[ 29.93211833, -89.93062165000001 ]"
"[ 15.7780579, -87.46990442000001 ]"
"[ 29.94976882, -90.09370201 ]"
"[ 32.26873225, -93.69663375 ]"
"[ 14.76849119, -88.78324082 ]"
"[ 29.94249365, -90.12745864 ]"

"[ 32.46753917, -92.0885328 ]"
"[ 30.08815889, -90.93760499 ]"
"[ 29.9393364, -90.1102973 ]"
"[ 32.5339095, -92.7354756 ]"
"[ 32.44704539, -92.09286659 ]"
"[ 32.4765049, -92.090583 ]"
"[ 29.9064724, -90.0525567 ]"
"[ 15.76220857, -86.80798 ]"
"[ 15.4758753, -88.0009622 ]"
"[ 30.2536186, -91.89510439999999 ]"
"[ 32.46740631, -92.08893916 ]"

"[ 31.4008593, -92.46829990000001 ]"
"[ 32.26793587, -93.69568166000001 ]"
"[ 29.94996045, -90.09375376 ]"
"[ 29.93191604, -89.93053816 ]"
"[ 32.26864243, -93.69658067 ]"
"[ 29.95009035, -90.09423855999999 ]"
"[ 29.95765833, -90.06626959 ]"
"[ 32.44704539, -92.09286659 ]"
"[ 29.9064709, -90.05255889999999 ]"
"[ 14.76849119, -88.78324082 ]"
"[ 30.17296591, -93.94552829 ]"
"[ 29.78994131, -90.84208703 ]"
"[ 29.875016, -92.218675 ]"
"[ 32.26864243, -93.69658067 ]"
"[ 30.25360499, -91.8953456 ]"
"[ 29.93193984, -89.93053548 ]"
"[ 32.52463977, -92.33179919 ]"
"[ 14.80223833, -89.54548067 ]"
"[ 32.5339095, -92.7354756 ]"
"[ 29.9064896, -90.0525897 ]"
"[ 29.98105058, -90.16421355 ]"
"[ 29.93190166, -89.93070295 ]"
"[ 32.26834934, -92.74092229 ]"
"[ 30.7012485, -92.33313017 ]"
"[ 32.52455242, -92.33213430000001 ]"
"[ 30.08091124, -93.20112616 ]"
"[ 30.02111633, -90.2736507 ]"
"[ 31.4008593, -92.46829990000001 ]"
"[ 32.44704539, -92.09286659 ]"
"[ 31.79517067, -93.09246831 ]"
"[ 29.94996507, -90.09379747 ]"
"[ 29.9319688, -89.93064059 ]"
"[ 32.5339095, -92.7354756 ]"
"[ 29.9395807, -90.1104045 ]"
"[ 29.9319688, -89.93064059 ]"
"[ 29.94994811, -90.09374482 ]"
"[ 32.44704539, -92.09286659 ]"
"[ 29.9319688, -89.93064059 ]"
"[ 29.94995669, -90.09381021 ]"
"[ 32.26796551, -93.69551857 ]"
"[ 32.44704539, -92.09286659 ]"
"[ 29.94998484, -90.09394355000001 ]"
"[ 32.26811425, -93.69614549000001 ]"
"[ 32.4765049, -92.090583 ]"
"[ 29.9319688, -89.93064059 ]"
"[ 29.94995245, -90.09379411 ]"
"[ 29.79009637, -90.8422028 ]"
"[ 32.5246562, -92.33179407999999 ]"
"[ 30.25818933, -93.23192788 ]"


"[ 30.25360068, -91.89512282 ]"
"[ 29.9499318, -90.09369355 ]"
"[ 32.44704539, -92.09286659 ]"

"[ 31.79470808, -93.09261054 ]"
"[ 29.123233, -90.2166869 ]"
"[ 32.44704539, -92.09286659 ]"
"[ 29.96615019, -90.17350141999999 ]"
"[ 32.26833472, -93.69593644 ]"
"[ 29.94994736, -90.09375885999999 ]"
"[ 32.55252675, -92.06443302 ]"
"[ 32.2686647, -93.69661062 ]"
"[ 32.46748249, -92.08837226999999 ]"
"[ 31.4008593, -92.46829990000001 ]"
"[ 32.52464647, -92.33180313 ]"
"[ 29.95040868, -90.09370709 ]"
"[ 32.5339095, -92.7354756 ]"
"[ 29.9317924, -89.93054545 ]"
"[ 29.88408164, -90.10892982 ]"
"[ 32.26867459, -93.69662666000001 ]"
"[ 32.52464647, -92.33180313 ]"
"[ 30.25360102, -91.89512078 ]"
"[ 29.94195973, -90.12775980000001 ]"
"[ 29.93172433, -89.930639 ]"

"[ 31.79500013, -93.09241156 ]"
"[ 32.44703131, -92.09287371000001 ]"
"[ 31.79467785, -93.09262187 ]"
"[ 32.44703131, -92.09287371000001 ]"
"[ 29.123233, -90.2166869 ]"
"[ 30.17160984, -93.18928583 ]"
"[ 32.26867459, -93.69662666000001 ]"
"[ 29.93092799, -89.9264057 ]"
"[ 32.4765049, -92.090583 ]"
"[ 29.9499801, -90.09380972 ]"
"[ 31.79509267, -93.0922966 ]"
"[ 32.44703131, -92.09287371000001 ]"
"[ 30.40706516, -92.3047456 ]"

"[ 31.79504992, -93.09253747 ]"
"[ 30.25361826, -91.89510110000001 ]"
"[ 30.0211403, -90.27393389 ]"
"[ 29.94998422, -90.09393815999999 ]"
"[ 31.7948939, -93.09250269 ]"
"[ 32.44703131, -92.09287371000001 ]"
"[ 29.96393649, -90.10644015 ]"
"[ 29.94994224, -90.0937277 ]"
"[ 32.53394785, -92.73524784999999 ]"
"[ 32.51136648, -92.24766022999999 ]"
"[ 31.7948939, -93.09250269 ]"
"[ 32.26811715, -93.69571430000001 ]"
"[ 29.94994477, -90.09373699 ]"
"[ 30.0202672, -90.0748906 ]"
"[ 30.02100786, -90.27397306 ]"
"[ 29.93182463, -89.93058502 ]"
"[ 29.98095496, -90.16382315 ]"
"[ 31.7948939, -93.09250269 ]"
"[ 29.93182463, -89.93058502 ]"
"[ 29.9810005, -90.16414272999999 ]"
"[ 32.62356725, -92.1029814 ]"
"[ 30.25349796, -91.89522956 ]"
"[ 29.94997598, -90.09382318 ]"
"[ 32.56175352, -92.05753996999999 ]"
"[ 32.26859231, -93.69663423 ]"
"[ 31.7948939, -93.09250269 ]"
"[ 29.123233, -90.2166869 ]"
"[ 29.963972, -90.106123 ]"
"[ 32.52443728, -92.33173164 ]"

"[ 31.7948939, -93.09250269 ]"
"[ 29.963972, -90.106123 ]"
"[ 32.52911, -91.989052 ]"
"[ 29.96388669, -90.10643009 ]"
"[ 32.26793081, -93.69568556999999 ]"
"[ 29.9499837, -90.09393575999999 ]"
"[ 29.93170955, -89.9306483 ]"
"[ 29.95001264, -90.09376843 ]"
"[ 29.95980759, -90.10677301 ]"
"[ 29.963972, -90.106123 ]"
"[ 32.26889462, -93.69687005999999 ]"
"[ 29.123233, -90.2166869 ]"
"[ 29.875016, -92.218675 ]"
"[ 30.02108071, -90.27365639999999 ]"
"[ 29.95980759, -90.10677301 ]"
"[ 30.1729411, -93.9466506 ]"
"[ 29.94256574, -90.12749323 ]"
"[ 15.77980211, -88.03219473999999 ]"
"[ 14.77855, -88.70786 ]"
"[ 29.99227048, -90.03045278 ]"

"[ 29.963866, -90.10640623 ]"
"[ 29.94996787, -90.09381227999999 ]"
"[ 30.25357466, -91.89512553 ]"
"[ 29.123233, -90.2166869 ]"

"[ 29.963972, -90.106123 ]"
"[ 29.98848848, -91.76113298999999 ]"
"[ 31.7948939, -93.09250269 ]"
"[ 32.44703131, -92.09287371000001 ]"
"[ 29.94998401, -90.0939352 ]"
"[ 29.94994476, -90.09375735 ]"
"[ 31.79494604, -93.09242324 ]"
"[ 15.52111236, -88.01882958 ]"
"[ 29.963972, -90.106123 ]"
"[ 32.44703131, -92.09287371000001 ]"
"[ 29.123233, -90.2166869 ]"
"[ 31.79506994, -93.09248654 ]"
"[ 29.95979856, -90.10669896 ]"
"[ 29.9643796, -90.0151358 ]"
"[ 29.963972, -90.106123 ]"
"[ 30.02105102, -90.27380807 ]"
"[ 31.79502201, -93.09248019 ]"
"[ 32.44703131, -92.09287371000001 ]"
"[ 29.94994656, -90.09376605 ]"
"[ 29.95870205, -90.06851462 ]"
"[ 29.963972, -90.106123 ]"
"[ 29.95456642, -90.06865997 ]"
"[ 29.98091196, -90.16389674 ]"
"[ 29.9715617, -90.0501951 ]"
"[ 29.963972, -90.106123 ]"
"[ 29.98104162, -90.16418656 ]"
"[ 31.01533264, -92.54702815 ]"
"[ 32.2678361, -93.69590694 ]"
"[ 29.96386863, -90.10639168 ]"
"[ 29.94247993, -90.1274469 ]"
"[ 30.25350755, -91.89539211 ]"
"[ 29.9644179, -90.01509280000001 ]"
"[ 29.963972, -90.106123 ]"
"[ 29.98104162, -90.16418656 ]"
"[ 32.44703131, -92.09287371000001 ]"
"[ 29.95969091, -90.10678775 ]"
"[ 32.26843689, -93.69715050000001 ]"
"[ 29.94996519, -90.09380350000001 ]"
"[ 29.123233, -90.2166869 ]"
"[ 31.32315462, -92.40646948 ]"
"[ 29.9596503, -90.10680732 ]"
"[ 30.02106642, -90.27365807 ]"
"[ 32.44703131, -92.09287371000001 ]"
"[ 30.56711598, -92.80327955999999 ]"
"[ 29.96387326, -90.10643274 ]"
"[ 29.963972, -90.106123 ]"

"[ 29.95861127, -90.06844461 ]"
"[ 29.94995852, -90.09379439999999 ]"
"[ 29.94250553, -90.12752781 ]"
"[ 29.98092142, -90.1641439 ]"
"[ 15.77975375, -88.03238125 ]"
"[ 30.02116121, -90.27396844 ]"
"[ 29.963972, -90.106123 ]"
"[ 29.94996693, -90.09379731 ]"
"[ 29.94998872, -90.09393661999999 ]"
"[ 29.123233, -90.2166869 ]"
"[ 29.95973902, -90.10680882 ]"
"[ 31.01533264, -92.54702815 ]"
"[ 32.4470803, -92.09284287 ]"
"[ 32.62628229, -93.72496094 ]"
"[ 32.46770203, -92.08833681999999 ]"
"[ 30.23601044, -92.55910912 ]"
"[ 30.00672539, -90.19266549 ]"
"[ 29.963972, -90.106123 ]"
"[ 30.02120508, -90.27401078 ]"
"[ 29.94251288, -90.12746572 ]"
"[ 30.56711598, -92.80327955999999 ]"
"[ 30.0210699, -90.2736419 ]"
"[ 29.96386343, -90.10639184999999 ]"
"[ 32.4765049, -92.090583 ]"
"[ 29.963972, -90.106123 ]"
"[ 30.00875399, -90.18427157000001 ]"
"[ 29.94999724, -90.0938994 ]"
"[ 29.963972, -90.106123 ]"
"[ 32.46755601, -92.08839055 ]"
"[ 31.01533264, -92.54702815 ]"
"[ 32.56175352, -92.05753996999999 ]"
"[ 29.94244146, -90.12759876 ]"
"[ 32.4470803, -92.09284287 ]"
"[ 30.00600568, -90.19282941 ]"
"[ 30.56711598, -92.80327955999999 ]"
"[ 29.97981088, -90.07934882000001 ]"
"[ 29.96387292, -90.10641468 ]"
"[ 29.963972, -90.106123 ]"
"[ 31.57336898, -92.51652946 ]"
"[ 29.94998575, -90.09393056 ]"

"[ 30.56711598, -92.80327955999999 ]"
"[ 29.96619922, -90.04732094000001 ]"
"[ 31.79503997, -93.09253971 ]"
"[ 32.4470803, -92.09284287 ]"
"[ 29.123233, -90.2166869 ]"
"[ 32.2682916, -92.74228954 ]"
"[ 30.02129869, -90.2741619 ]"
"[ 29.96386098, -90.10639958 ]"
"[ 32.26797202, -93.69553895999999 ]"
"[ 32.49476461, -92.30570683000001 ]"
"[ 29.963972, -90.106123 ]"
"[ 30.4016713, -93.5190727 ]"
"[ 32.4470803, -92.09284287 ]"
"[ 30.56711598, -92.80327955999999 ]"
"[ 30.0809146, -93.20104096999999 ]"
"[ 30.00955104, -90.18434222 ]"
"[ 30.5447042, -92.81547232 ]"
"[ 29.963972, -90.106123 ]"
"[ 31.79509024, -93.0923782 ]"
"[ 32.26859189, -93.69665943 ]"
"[ 29.96386891, -90.10644494 ]"

"[ 31.79523993, -93.09244529999999 ]"
"[ 29.9597616, -90.10670014 ]"
"[ 29.94263027, -90.12749558 ]"
"[ 32.26866774, -93.69665632 ]"
"[ 32.49476461, -92.30570683000001 ]"
"[ 29.9498242, -90.0938113 ]"
"[ 29.96387597, -90.10642286 ]"
"[ 32.38818989, -93.84217916999999 ]"
"[ 32.4470803, -92.09284287 ]"
"[ 29.94998899, -90.09391564000001 ]"
"[ 30.02111974, -90.27389626999999 ]"
"[ 32.56275766, -92.05674929 ]"
"[ 31.79524218, -93.09244708999999 ]"
"[ 29.95866898, -90.06846489 ]"
"[ 32.4470803, -92.09284287 ]"
"[ 29.94255347, -90.12747604 ]"
"[ 29.94258087, -90.12763188 ]"
"[ 32.49476461, -92.30570683000001 ]"
"[ 30.08091513, -93.20104234999999 ]"
"[ 31.79508315, -93.09237967 ]"
"[ 29.963972, -90.106123 ]"
"[ 29.94999596, -90.09390274 ]"
"[ 29.123233, -90.2166869 ]"
"[ 31.01533264, -92.54702815 ]"
"[ 30.0211976, -90.2739784 ]"
"[ 29.94999762, -90.09389821000001 ]"
"[ 31.79498297, -93.09242603 ]"
"[ 15.77975375, -88.03238125 ]"
"[ 29.96387293, -90.10641806 ]"
"[ 29.963972, -90.106123 ]"
"[ 29.963972, -90.106123 ]"
"[ 31.79506293, -93.092478 ]"
"[ 15.65816853, -89.00117505999999 ]"
"[ 29.94248763, -90.12748216 ]"
"[ 30.02117549, -90.27400144000001 ]"
"[ 15.65694089, -88.99878883 ]"
"[ 29.96387005, -90.10641221 ]"
"[ 29.9425419, -90.12751154999999 ]"
"[ 29.123233, -90.2166869 ]"
"[ 32.46760099, -92.08836603 ]"
"[ 31.6050754, -93.4782258 ]"
"[ 29.94248653, -90.12762446000001 ]"
"[ 15.55698907, -87.99945137 ]"
"[ 29.72128861, -91.04753089 ]"
"[ 31.79527737, -93.09244907 ]"
"[ 30.1409839, -92.934383 ]"
"[ 29.9499927, -90.09391675000001 ]"
"[ 29.963972, -90.106123 ]"
"[ 29.96387041, -90.10637269999999 ]"
"[ 31.6050742, -93.4782285 ]"
"[ 30.02106244, -90.27363586 ]"
"[ 29.94242369, -90.12747872 ]"
"[ 29.96387449, -90.10640433 ]"
"[ 29.88903022, -90.12034735 ]"
"[ 29.123233, -90.2166869 ]"

"[ 30.02675907, -90.24293723 ]"
"[ 29.94999375, -90.09391899000001 ]"
"[ 29.88912444, -90.12031159999999 ]"
"[ 29.123233, -90.2166869 ]"
"[ 29.94996696, -90.09380313 ]"
"[ 29.9638717, -90.10640764 ]"
"[ 32.56291878, -92.05668396 ]"
"[ 32.26855895, -93.69646459000001 ]"
"[ 32.08045, -92.08645 ]"

"[ 29.9500002, -90.09390648999999 ]"
"[ 32.5245813, -92.33189148 ]"
"[ 29.94240221, -90.12733398 ]"
"[ 29.96387207, -90.10644016000001 ]"
"[ 31.79487162, -93.09258456000001 ]"
"[ 15.78006, -88.0312 ]"

"[ 29.123233, -90.2166869 ]"
"[ 30.02104714, -90.27349974000001 ]"
"[ 29.94240221, -90.12733398 ]"
"[ 32.52465423, -92.33183918 ]"
"[ 29.96381778, -90.10637959 ]"
"[ 29.875016, -92.218675 ]"
"[ 29.963601, -90.038462 ]"
"[ 31.0153327, -92.54702817 ]"
"[ 30.00970081, -90.26137515000001 ]"
"[ 32.52467791, -92.33189181 ]"

"[ 30.002713, -90.073099 ]"
"[ 30.02105699, -90.27353603 ]"
"[ 29.96386709, -90.10641139000001 ]"
"[ 32.56291878, -92.05668396 ]"
"[ 30.0027134, -90.07309942000001 ]"
"[ 32.52467548, -92.33185376 ]"
"[ 29.88896476, -90.12043566 ]"
"[ 29.96386838, -90.10639087 ]"
"[ 29.123233, -90.2166869 ]"
"[ 29.94999463, -90.09390638000001 ]"
"[ 30.02105699, -90.27353603 ]"
"[ 29.97801843, -90.16749944999999 ]"
"[ 30.00271621, -90.07314619 ]"
"[ 29.96388953, -90.10641857 ]"
"[ 29.8891606, -90.12041515999999 ]"
"[ 30.00275569, -90.07325539999999 ]"
"[ 30.02106378, -90.27359798000001 ]"
"[ 31.0153327, -92.54702817 ]"
"[ 29.96386854, -90.10637971 ]"
"[ 29.942536, -90.12747203000001 ]"
"[ 31.0153327, -92.54702817 ]"
"[ 29.88909615, -90.12050162 ]"
"[ 32.44668483, -93.94688203 ]"
"[ 30.76443145, -92.40757945 ]"
"[ 29.96387246, -90.10641588 ]"

"[ 29.942536, -90.12747203000001 ]"
"[ 30.02120979, -90.27403225 ]"
"[ 29.98089141, -90.16424105 ]"

"[ 32.53394785, -92.73524784999999 ]"
"[ 30.15265283, -91.98007074 ]"
"[ 29.94246907, -90.12750663999999 ]"
"[ 29.98098797, -90.16408706999999 ]"
"[ 29.90930336, -90.04126754000001 ]"
"[ 29.96385691, -90.10638409000001 ]"
"[ 32.524551, -92.33175593999999 ]"
"[ 30.02227851, -90.27816949 ]"


"[ 30.02100886, -90.2737659 ]"
"[ 29.8891291, -90.12032619999999 ]"
"[ 32.25619394, -92.70867655000001 ]"
"[ 29.9424289, -90.12776714 ]"
"[ 30.1019771, -93.20329095 ]"
"[ 29.8891296, -90.1203273 ]"
"[ 32.49485375, -92.30586106 ]"
"[ 29.96386467, -90.10638203000001 ]"
"[ 30.23618067, -92.55836488 ]"
"[ 29.93467903, -90.08925628999999 ]"
"[ 29.9090249, -90.04138972 ]"
"[ 30.09078916, -90.93793054 ]"
"[ 30.02106269, -90.27358842 ]"
"[ 31.0153327, -92.54702817 ]"
"[ 29.96387217, -90.10641212 ]"
"[ 30.08118833, -93.20104979 ]"
"[ 32.52450344, -92.33175577999999 ]"
"[ 30.02106281, -90.27358842 ]"
"[ 32.2706934, -91.7498468 ]"
"[ 30.09078626, -90.93792524 ]"
"[ 32.5247372, -92.33175212 ]"
"[ 30.07909468, -90.91662002 ]"
"[ 32.52357757, -92.61348189 ]"
"[ 15.63999, -87.05001 ]"
"[ 32.5339095, -92.7354756 ]"
"[ 29.90924035, -90.0413016 ]"
"[ 29.9715618, -90.050194 ]"
"[ 29.96387487, -90.10637463 ]"
"[ 31.0153327, -92.54702817 ]"
"[ 32.5339095, -92.7354756 ]"
"[ 30.02110107, -90.2739079 ]"
"[ 29.875016, -92.218675 ]"
"[ 32.52473679, -92.33181378 ]"
"[ 30.02106533, -90.27359663999999 ]"
"[ 30.02106533, -90.27359663999999 ]"
"[ 29.94252064, -90.12748362000001 ]"
"[ 15.63999, -87.05001 ]"
"[ 30.02106307, -90.27360284 ]"
"[ 30.08948674, -90.93555717 ]"
"[ 30.02106307, -90.27360284 ]"

"[ 15.03848, -88.29528000000001 ]"
"[ 32.53394785, -92.73524784999999 ]"

"[ 29.96390096, -90.10644043000001 ]"
"[ 15.63999, -87.05001 ]"
"[ 32.5339095, -92.7354756 ]"
"[ 32.52353702, -92.61338126 ]"
"[ 31.0153327, -92.54702817 ]"
"[ 29.94997515, -90.09368974 ]"
"[ 30.02107212, -90.27345364 ]"
"[ 30.02109559, -90.27356017 ]"
"[ 29.94995553, -90.09369934 ]"
"[ 30.02111482, -90.2736108 ]"
"[ 32.52353663, -92.6133803 ]"
"[ 29.94253838, -90.127774 ]"
"[ 32.53394785, -92.73524784999999 ]"

"[ 31.79515758, -93.09221742 ]"
"[ 29.95018401, -90.09400099 ]"
"[ 30.02111482, -90.2736108 ]"

"[ 29.9365174, -91.01582019999999 ]"
"[ 30.02121169, -90.27401154 ]"
"[ 29.94262076, -90.12783118 ]"
"[ 29.9052312, -89.9945652 ]"
"[ 30.03009929, -90.07207852000001 ]"
"[ 30.03021237, -90.07207396 ]"
"[ 30.02860322, -90.06673336 ]"
"[ 31.0153327, -92.54702817 ]"
"[ 29.90501252, -89.98974733 ]"
"[ 30.02118696, -90.27396836 ]"

"[ 29.90917773, -90.04132441 ]"
"[ 30.2103756, -94.01479531 ]"
"[ 29.96386871, -90.10639605 ]"
"[ 29.98116091, -90.16390572 ]"
"[ 29.9365174, -91.01582019999999 ]"
"[ 29.96386394, -90.10640995 ]"

"[ 30.02111116, -90.27409889 ]"
"[ 32.5339095, -92.7354756 ]"
"[ 30.09079935, -90.93794824 ]"
"[ 31.7948846, -93.09248117999999 ]"
"[ 32.25615601, -92.70885852000001 ]"
"[ 31.79491558, -93.09226269 ]"
"[ 32.5626668, -92.05676307 ]"
"[ 29.9251724, -90.0974753 ]"
"[ 31.79527895, -93.09244906000001 ]"
"[ 29.95000053, -90.09390639 ]"
"[ 32.53394785, -92.73524784999999 ]"
"[ 29.92044573, -90.0313652 ]"
"[ 31.79518308, -93.09243829 ]"
"[ 29.875016, -92.218675 ]"
"[ 30.0211659, -90.27394990000001 ]"
"[ 29.9251724, -90.0974753 ]"

"[ 32.5339095, -92.7354756 ]"
