geo.coordinates

"[ 14.77866, -88.70492 ]"
"[ 29.5969721, -90.6040106 ]"
"[ 31.6050747, -93.4782281 ]"
"[ 31.77216615, -93.64428092999999 ]"
"[ 30.25946512, -92.66278225000001 ]"
"[ 30.93322255, -92.90595285000001 ]"
"[ 29.92808559, -90.07545128 ]"
"[ 30.227981, -92.35132400000001 ]"
"[ 32.52046125, -92.32690721 ]"
"[ 29.9638677, -90.10638387 ]"
"[ 29.597018, -90.60404370000001 ]"
"[ 32.5673956, -92.05799155 ]"
"[ 32.5613824, -92.0210215 ]"
"[ 29.963972, -90.106123 ]"
"[ 32.52463562, -92.33181772 ]"
"[ 15.51816938, -88.01467988 ]"
"[ 32.4470523, -92.09284798 ]"
"[ 29.963972, -90.106123 ]"
"[ 14.77866, -88.70492 ]"
"[ 29.94211996, -90.09997927000001 ]"
"[ 32.5272949, -91.985013 ]"
"[ 29.96487458, -90.105785 ]"
"[ 15.40717, -88.0103 ]"
"[ 30.00679526, -90.19547462 ]"
"[ 29.9288632, -90.0995892 ]"
"[ 32.5450328, -92.8899278 ]"
"[ 31.6052685, -93.42595129999999 ]"
"[ 29.5970173, -90.60404509999999 ]"


"[ 32.52046128, -92.32690719 ]"
"[ 32.4591467, -92.07137179999999 ]"
"[ 29.61095324, -90.78250622 ]"
"[ 29.94119423, -90.12353247999999 ]"
"[ 32.5339095, -92.7354756 ]"
"[ 31.5913568, -93.44765169999999 ]"
"[ 29.7652136, -90.0995648 ]"
"[ 30.1304852, -93.34416172 ]"
"[ 32.52443763, -92.33172823 ]"
"[ 32.56741044, -92.05790485 ]"
"[ 15.40717, -88.01031999999999 ]"
"[ 31.5912446, -93.4466326 ]"

"[ 31.54627616, -93.64261712 ]"
"[ 31.58018435, -93.50866808000001 ]"
"[ 30.02042521, -90.07445939 ]"

"[ 29.96490098, -90.10578758 ]"
"[ 32.56741044, -92.05790485 ]"
"[ 30.02043371, -90.07441454000001 ]"
"[ 32.52464861, -92.33174329000001 ]"

"[ 15.49171, -88.01222 ]"
"[ 32.52464861, -92.33174329000001 ]"
"[ 31.54632063, -93.64263615 ]"
"[ 29.97144788, -90.0502244 ]"
"[ 32.40604372, -92.104068 ]"
"[ 32.5143821, -92.69805100000001 ]"
"[ 30.1315383, -92.0496897 ]"
"[ 29.96386841, -90.10643953 ]"
"[ 32.52464861, -92.33174329000001 ]"
"[ 30.74216033, -92.30421762 ]"
"[ 32.52464861, -92.33174329000001 ]"
"[ 31.4008593, -92.46829990000001 ]"
"[ 30.0204651, -90.07434245 ]"
"[ 32.46749281, -92.08829512 ]"
"[ 32.5115871, -92.6938131 ]"
"[ 30.02109039, -90.27356838999999 ]"
"[ 29.96387423, -90.10645257 ]"
"[ 32.46749281, -92.08829512 ]"
"[ 30.18568361, -93.85954217 ]"
"[ 32.46749281, -92.08829512 ]"
"[ 31.77219205, -93.64429342 ]"
"[ 30.0204651, -90.07434245 ]"
"[ 29.9239851, -90.10083539999999 ]"

"[ 29.96387043, -90.10645167 ]"
"[ 29.94160055, -89.91765207 ]"
"[ 31.45015512, -92.48851092 ]"
"[ 32.40604372, -92.104068 ]"
"[ 31.54631903, -93.64272198 ]"
"[ 30.27843919, -89.83107440000001 ]"
"[ 32.5619428, -92.4667637 ]"
"[ 15.46342653, -87.98153662 ]"
"[ 29.96387395, -90.10644874 ]"
"[ 30.02111315, -90.2736165 ]"
"[ 32.40608269, -92.10401888 ]"
"[ 29.99271744, -90.23320483000001 ]"
"[ 29.96387384, -90.1064513 ]"
"[ 32.46749281, -92.08829512 ]"
"[ 32.5204064, -92.32688314000001 ]"

"[ 32.46749281, -92.08829512 ]"
"[ 30.93317001, -92.90595422 ]"
"[ 30.93317001, -92.90595422 ]"
"[ 15.43714, -87.92607 ]"
"[ 32.780277, -91.8829236 ]"
"[ 29.9648808, -90.10578993999999 ]"
"[ 29.9239733, -90.1008071 ]"
"[ 30.93317001, -92.90595422 ]"
"[ 32.44702402, -92.09280473 ]"
"[ 32.40608269, -92.10401888 ]"
"[ 30.93317001, -92.90595422 ]"
"[ 32.52040911, -92.32689488 ]"
"[ 32.46749281, -92.08829512 ]"
"[ 15.43909856, -87.92517104 ]"
"[ 32.25593133, -92.70878174000001 ]"

"[ 15.43980032, -87.90548704 ]"
"[ 31.45027794, -92.48850819 ]"
"[ 32.52448039, -92.33185267 ]"
"[ 29.9239867, -90.1008221 ]"
"[ 31.32665932, -92.40180433 ]"
"[ 32.52046079, -92.32690623000001 ]"
"[ 29.9684012, -90.05597710000001 ]"


"[ 29.150529, -90.224484 ]"
"[ 32.40608269, -92.10401888 ]"
"[ 32.5188563, -92.6933908 ]"
"[ 32.5272949, -91.985013 ]"
"[ 32.56726862, -92.05788257 ]"

"[ 29.97375922, -90.22115196999999 ]"
"[ 30.93224862, -92.90524418 ]"
"[ 30.1330105, -93.33223162 ]"
"[ 30.1319953, -93.33719834999999 ]"
"[ 29.875016, -92.218675 ]"
"[ 30.1315203, -92.0497283 ]"
"[ 32.5172316, -92.6994964 ]"
"[ 32.4591467, -92.07137179999999 ]"
"[ 31.35803423, -92.30937917 ]"
"[ 29.92874363, -90.07372985000001 ]"
"[ 30.13493725, -93.32371694 ]"
"[ 32.52465251, -92.33174371 ]"
"[ 29.96387331, -90.10641051 ]"
"[ 29.78657434, -90.77361924 ]"
"[ 30.02110347, -90.27358640999999 ]"

"[ 29.94554585, -90.06891247999999 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 32.56739152, -92.05801773 ]"
"[ 29.98630756, -90.20484039 ]"
"[ 30.01678299, -90.12606477 ]"
"[ 30.9331591, -92.90600382 ]"
"[ 29.96386531, -90.10644404 ]"
"[ 29.94184054, -90.09991178 ]"
"[ 32.5653435, -92.9964662 ]"
"[ 15.77816725, -86.78627573 ]"
"[ 32.44703483, -92.09285636 ]"

"[ 32.5123855, -92.6997779 ]"
"[ 15.46342595, -87.98153671 ]"
"[ 32.5115871, -92.6938131 ]"

"[ 29.95355413, -90.06575703999999 ]"
"[ 29.93812557, -89.95012002999999 ]"
"[ 32.26799323, -93.69603223 ]"
"[ 29.93733349, -90.12382803 ]"
"[ 32.52039347, -92.32689155 ]"
"[ 32.5107888, -92.6878483 ]"
"[ 30.93331051, -92.90596062 ]"
"[ 32.5653435, -92.9964662 ]"
"[ 30.0007607, -90.0583302 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 32.55272053, -92.01937851 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 30.13404012, -93.32771327 ]"


"[ 30.1314674, -92.0496366 ]"
"[ 30.0528593, -89.95270120000001 ]"
"[ 30.02118321, -90.27395672999999 ]"
"[ 31.44424326, -91.71606903 ]"
"[ 15.50054168, -87.98315669 ]"

"[ 15.77816725, -86.78627573 ]"
"[ 30.2582441, -93.23196623 ]"
"[ 29.6109859, -90.78249593 ]"
"[ 32.780277, -91.8829236 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 30.13046673, -93.69379979 ]"

"[ 32.5115871, -92.6938131 ]"
"[ 15.4929451, -88.0404226 ]"
"[ 30.13519149, -93.32336564000001 ]"
"[ 30.93322225, -92.90598946 ]"
"[ 30.44721932, -92.35680925 ]"
"[ 29.61093629, -90.78262151 ]"
"[ 30.13519149, -93.32336564000001 ]"
"[ 29.96387296, -90.10645798 ]"
"[ 30.50428101, -92.90050438999999 ]"
"[ 30.02115129, -90.27357585 ]"
"[ 32.56071502, -92.02167593999999 ]"
"[ 32.520464, -92.32690700000001 ]"
"[ 32.55916525, -92.07180371 ]"
"[ 31.77219205, -93.64429342 ]"
"[ 29.9648649, -90.10580638 ]"
"[ 32.63831515, -92.02816718 ]"
"[ 32.55920322, -92.07191284 ]"
"[ 29.9598047, -89.9620182 ]"
"[ 32.55920322, -92.07191284 ]"
"[ 29.9638617, -90.10644666 ]"
"[ 30.02340042, -90.07892174 ]"
"[ 30.131515, -92.04977220000001 ]"
"[ 32.5339095, -92.7354756 ]"

"[ 31.772127, -93.64433099999999 ]"
"[ 31.4008593, -92.46829990000001 ]"
"[ 32.40592801, -92.10406992999999 ]"
"[ 32.55920322, -92.07191284 ]"
"[ 30.93328287, -92.90590591 ]"
"[ 30.25817847, -93.23160178000001 ]"
"[ 32.56071374, -92.02162155000001 ]"
"[ 30.44721932, -92.35680925 ]"
"[ 29.94199603, -90.10002066 ]"
"[ 29.92699912, -90.08087514 ]"
"[ 29.9239968, -90.10084259999999 ]"
"[ 15.50914, -88.03357 ]"
"[ 30.1315154, -92.04968479999999 ]"
"[ 30.08091532, -93.20104135 ]"
"[ 30.93319592, -92.90595217000001 ]"
"[ 30.93326073, -92.90595279 ]"
"[ 32.55238852, -92.06467364 ]"
"[ 29.9845014, -90.18316 ]"
"[ 29.9598067, -89.96196620000001 ]"
"[ 30.13971656, -93.67252401 ]"
"[ 32.52046179, -92.32690651999999 ]"
"[ 32.55930007, -92.07171778999999 ]"
"[ 30.13519149, -93.32336564000001 ]"
"[ 14.58536, -88.58360999999999 ]"
"[ 31.73887634, -93.06123128999999 ]"
"[ 29.94206476, -90.09999116 ]"
"[ 32.55238852, -92.06467364 ]"
"[ 31.45027436, -92.48852857 ]"
"[ 29.96386557, -90.10643208 ]"
"[ 30.93326073, -92.90595279 ]"
"[ 29.95849305, -90.06558397000001 ]"
"[ 30.13519149, -93.32336564000001 ]"
"[ 29.61097631, -90.78255785 ]"
"[ 29.94112268, -90.12362795999999 ]"
"[ 29.96387089, -90.10643743999999 ]"
"[ 32.55930007, -92.07171778999999 ]"
"[ 29.959788, -89.9620017 ]"
"[ 32.56063946, -92.02172720999999 ]"
"[ 29.95617712, -89.97576809 ]"
"[ 29.9415931, -89.91765064000001 ]"
"[ 30.13519149, -93.32336564000001 ]"
"[ 30.0211652, -90.27357936999999 ]"
"[ 30.9567583, -93.27908979999999 ]"
"[ 32.55930007, -92.07171778999999 ]"
"[ 32.5123855, -92.6997779 ]"
"[ 31.77206967, -93.64421899 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 30.27846578, -89.83101425 ]"
"[ 32.55930007, -92.07171778999999 ]"
"[ 29.61097631, -90.78255785 ]"
"[ 30.0211652, -90.27357936999999 ]"
"[ 29.96489315, -90.10580125 ]"

"[ 32.55239024, -92.06460047 ]"
"[ 29.95617712, -89.97576809 ]"
"[ 30.1315475, -92.049684 ]"
"[ 29.9416968, -89.95039319999999 ]"
"[ 32.52046615, -92.32691272 ]"
"[ 32.51126736, -92.24757246999999 ]"
"[ 30.0211652, -90.27357936999999 ]"

"[ 29.61097631, -90.78255785 ]"
"[ 30.93326073, -92.90595279 ]"
"[ 32.55930007, -92.07171778999999 ]"
"[ 14.56878889, -89.33771741 ]"
"[ 29.94172519, -89.91754492 ]"
"[ 29.96386587, -90.10643371 ]"
"[ 30.5242514, -92.1224835 ]"
"[ 30.52425, -92.1223712 ]"
"[ 32.40615168, -92.10402056 ]"
"[ 15.7184059, -88.5899265 ]"
"[ 32.40615168, -92.10402056 ]"
"[ 29.94047082, -90.12420053 ]"

"[ 29.95617712, -89.97576809 ]"
"[ 29.96491652, -90.10553063 ]"
"[ 29.9064709, -90.0525586 ]"
"[ 30.1409839, -92.93438310000001 ]"

"[ 15.55407616, -88.01564745 ]"
"[ 30.15211986, -93.63967767 ]"
"[ 30.5242514, -92.1224855 ]"
"[ 30.02115807, -90.27357962000001 ]"
"[ 29.95614456, -89.97585048000001 ]"
"[ 30.15211986, -93.63967767 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 29.61097631, -90.78255785 ]"
"[ 30.93326073, -92.90595279 ]"
"[ 17.50459, -88.19023 ]"
"[ 30.02114747, -90.27357845 ]"
"[ 29.95867413, -90.06849046000001 ]"
"[ 32.56059691, -92.02187658 ]"

"[ 32.52038922, -92.32697105 ]"
"[ 29.875016, -92.218675 ]"
"[ 30.15212196, -93.63969527 ]"
"[ 29.98631735, -90.20467652000001 ]"
"[ 29.5651975, -90.64884449 ]"
"[ 30.93326073, -92.90595279 ]"
"[ 30.02113804, -90.27363326 ]"
"[ 32.56735736, -92.05793789000001 ]"
"[ 29.96493305, -90.10551803 ]"
"[ 30.02113804, -90.27363326 ]"
"[ 29.94192512, -90.09988219 ]"
"[ 30.228257, -92.351356 ]"
"[ 29.98263971, -90.22197073 ]"

"[ 29.96493664, -90.10560941 ]"

"[ 30.02113804, -90.27363326 ]"
"[ 31.77212046, -93.6441816 ]"
"[ 30.93326073, -92.90595279 ]"
"[ 32.55242993, -92.06453055999999 ]"
"[ 30.1315555, -92.0496948 ]"

"[ 32.55238433, -92.06440031 ]"
"[ 31.77212046, -93.6441816 ]"
"[ 32.40605734, -92.10407873 ]"
"[ 31.45023806, -92.48876533000001 ]"
"[ 30.02113804, -90.27363326 ]"
"[ 29.94529107, -89.94780983 ]"
"[ 30.93320612, -92.90593072999999 ]"
"[ 30.77026884, -92.39738901 ]"

"[ 32.55898989, -92.07173543 ]"
"[ 30.25831072, -93.2317721 ]"
"[ 29.96387636, -90.10643570000001 ]"
"[ 30.93326529, -92.90599691 ]"
"[ 29.917907, -91.7529012 ]"
"[ 29.96387565, -90.10644649 ]"

"[ 30.08091551, -93.20104247 ]"
"[ 30.93326567, -92.90625094000001 ]"
"[ 32.40604803, -92.10389265000001 ]"
"[ 32.46748299, -92.08829975 ]"
"[ 32.56059637, -92.02164682 ]"
"[ 15.04098, -88.30224 ]"
"[ 29.95867144, -90.06846014 ]"
"[ 32.46748299, -92.08829975 ]"
"[ 29.85472131, -90.10613626999999 ]"
"[ 30.0275881, -89.9442883 ]"
"[ 32.55917023, -92.07179583999999 ]"
"[ 32.5523692, -92.0644765 ]"
"[ 30.1409828, -92.934382 ]"
"[ 29.95864747, -90.06845366 ]"
"[ 30.5242515, -92.1225398 ]"
"[ 32.55236845, -92.06448597000001 ]"
"[ 29.96387254, -90.10646598 ]"
"[ 29.95690221, -90.06862522 ]"
"[ 32.55920074, -92.07190989999999 ]"
"[ 29.93963539, -90.12565484 ]"
"[ 31.34427082, -92.50991531 ]"
"[ 31.4008593, -92.46829990000001 ]"
"[ 32.56064866, -92.02175611 ]"
"[ 29.92759848, -90.09786945 ]"
"[ 32.56736679, -92.05745653 ]"
"[ 29.8434199, -90.10643601 ]"
"[ 30.25826749, -93.23187344 ]"
"[ 32.55904771, -92.07172584 ]"
"[ 30.14888281, -92.10110885 ]"
"[ 29.963972, -90.106123 ]"
"[ 30.02101344, -90.27386848 ]"

"[ 29.90649, -90.0525959 ]"

"[ 29.53314418, -90.67029786000001 ]"
"[ 32.55915911, -92.07181634 ]"
"[ 15.7184061, -88.5899266 ]"
"[ 32.55919831, -92.0719089 ]"
"[ 29.93185754, -89.92999994 ]"
"[ 29.96387169, -90.10641635 ]"
"[ 29.963972, -90.106123 ]"
"[ 32.52046101, -92.32690735 ]"
"[ 29.96367396, -90.10610500999999 ]"

"[ 30.1409836, -92.93438329999999 ]"
"[ 32.55236845, -92.06448597000001 ]"
"[ 30.14883508, -92.10074533 ]"
"[ 29.964873, -90.105797 ]"
"[ 29.9213305, -91.730783 ]"
"[ 30.25827216, -93.23165539999999 ]"
"[ 29.90069499, -90.06172381 ]"
"[ 29.963972, -90.106123 ]"
"[ 32.55919831, -92.0719089 ]"
"[ 29.83517089, -90.11586371999999 ]"
"[ 30.0333566, -90.04586743 ]"
"[ 29.9155925, -90.0489108 ]"
"[ 30.01883465, -90.12606264 ]"
"[ 29.95624237, -89.97585869 ]"
"[ 32.55236845, -92.06448597000001 ]"


"[ 30.00276768, -90.2689767 ]"

"[ 32.55919831, -92.0719089 ]"
"[ 32.46783269, -92.08785086 ]"

"[ 15.7184063, -88.5899265 ]"
"[ 30.2582656, -93.23190655000001 ]"
"[ 30.01883465, -90.12606264 ]"
"[ 29.96386876, -90.10644698 ]"
"[ 15.78656, -86.785 ]"
"[ 29.963972, -90.106123 ]"
"[ 30.00280866, -90.2690005 ]"
"[ 29.87105856, -90.03551143999999 ]"
"[ 29.96494013, -90.10562767 ]"
"[ 29.9476019, -89.9688685 ]"
"[ 29.94166648, -89.91763999 ]"
"[ 29.53314418, -90.67029786000001 ]"
"[ 32.55919831, -92.0719089 ]"
"[ 32.62676314, -93.72490469 ]"
"[ 31.4008593, -92.46829990000001 ]"

"[ 30.1315099, -92.0496692 ]"
"[ 29.82183739, -90.10718962 ]"
"[ 15.2288981, -90.22787820000001 ]"
"[ 30.00280866, -90.2690005 ]"
"[ 29.9064952, -90.05259909999999 ]"
"[ 32.46754056, -92.08830476999999 ]"
"[ 30.1409854, -92.9343811 ]"
"[ 32.26872322, -93.69662602 ]"
"[ 30.25830023, -93.2317369 ]"
"[ 29.875016, -92.218675 ]"
"[ 32.55919831, -92.0719089 ]"
"[ 14.58536, -88.58360999999999 ]"
"[ 29.9240311, -90.1008581 ]"
"[ 30.0371043, -91.9628297 ]"

"[ 32.52443501, -92.33174028000001 ]"
"[ 30.1409828, -92.934382 ]"
"[ 30.25825265, -93.23187604 ]"
"[ 32.51133807, -92.24757968 ]"
"[ 32.57467366, -92.93869728 ]"
"[ 32.57462979, -92.93871227 ]"
"[ 30.13785441, -93.17790888 ]"
"[ 32.55922396, -92.07193304 ]"
"[ 32.62683709, -93.72515194 ]"
"[ 29.96387089, -90.10642070999999 ]"
"[ 29.963601, -90.038462 ]"
"[ 31.4008593, -92.46829990000001 ]"
"[ 32.55236845, -92.06448597000001 ]"
"[ 30.02119806, -90.27379252 ]"
"[ 30.25825265, -93.23187604 ]"
"[ 29.963972, -90.106123 ]"
"[ 29.94999631, -90.09390177 ]"
"[ 31.1394514, -93.23815519999999 ]"
"[ 32.55236845, -92.06448597000001 ]"
"[ 32.6784348, -92.6500224 ]"
"[ 29.91933705, -90.04721823 ]"
"[ 29.96486208, -90.10579728 ]"
"[ 32.46750005, -92.0881797 ]"
"[ 29.94998097, -90.09387689 ]"
"[ 29.93173297, -89.93066364000001 ]"
"[ 31.1394514, -93.2381556 ]"
"[ 32.268699, -93.69660508 ]"

"[ 30.77017672, -92.39730259 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 29.94995682, -90.09382114 ]"
"[ 14.58744, -88.58293999999999 ]"
"[ 32.55236845, -92.06448597000001 ]"
"[ 29.93173297, -89.93066364000001 ]"
"[ 30.0481311, -89.9603685 ]"
"[ 32.51128984, -92.24759924 ]"
"[ 32.26870861, -93.69666467 ]"
"[ 31.1394513, -93.2381551 ]"
"[ 30.25825265, -93.23187604 ]"

"[ 32.26829951, -93.69572479 ]"
"[ 31.45023892, -92.48876505 ]"
"[ 30.0481311, -89.9603685 ]"
"[ 29.96487349, -90.10578666000001 ]"
"[ 31.36046163, -92.17613179999999 ]"
"[ 31.4008593, -92.46829990000001 ]"
"[ 32.25086426, -92.56856893 ]"
"[ 31.3602798, -92.17614155 ]"
"[ 30.1409836, -92.9343832 ]"
"[ 32.25105466, -92.56840674 ]"
"[ 29.94998615, -90.09368920999999 ]"
"[ 30.02047405, -90.07444894 ]"
"[ 32.56262966, -92.05691571 ]"
"[ 29.9649357, -90.10552283 ]"
"[ 32.64137448, -92.06897023000001 ]"
"[ 29.93189915, -89.93060010000001 ]"
"[ 15.7184063, -88.5899265 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 29.95009642, -90.09403175 ]"
"[ 29.93189915, -89.93060010000001 ]"
"[ 32.2686737, -93.69667592 ]"
"[ 29.963972, -90.106123 ]"

"[ 29.97383677, -90.08589431999999 ]"
"[ 29.93189915, -89.93060010000001 ]"
"[ 32.2686737, -93.69667592 ]"
"[ 30.25819951, -93.23189573000001 ]"
"[ 29.9064709, -90.0525586 ]"
"[ 30.02042751, -90.07434790000001 ]"
"[ 29.95000939, -90.09390211 ]"


"[ 29.95000939, -90.09390211 ]"
"[ 30.08087531, -93.20095784999999 ]"
"[ 29.963972, -90.106123 ]"
"[ 32.5107261, -92.7248766 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 30.25819951, -93.23189573000001 ]"
"[ 32.588549, -93.718006 ]"
"[ 30.1409828, -92.934382 ]"
"[ 29.93181801, -89.93066666 ]"
"[ 29.962068, -90.034651 ]"
"[ 32.46753256, -92.08832611 ]"
"[ 30.25819951, -93.23189573000001 ]"
"[ 29.93181767, -89.93066933999999 ]"
"[ 29.94999065, -90.09391501 ]"
"[ 30.02102614, -90.27363544000001 ]"
"[ 15.7184061, -88.5899266 ]"
"[ 30.1409836, -92.9343832 ]"
"[ 29.94994579, -90.09378081 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 30.25819951, -93.23189573000001 ]"
"[ 29.94121349, -90.12342775 ]"
"[ 32.6784348, -92.6500224 ]"
"[ 29.963972, -90.106123 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 29.93181767, -89.93066933999999 ]"
"[ 30.25819951, -93.23189573000001 ]"
"[ 32.51134702, -92.24765108 ]"
"[ 32.4676158, -92.08834272999999 ]"
"[ 32.4765049, -92.090583 ]"
"[ 32.44703483, -92.09285636 ]"

"[ 14.78778637, -89.55001082 ]"
"[ 32.25105022, -92.56857187 ]"
"[ 29.94984521, -90.09409212 ]"
"[ 29.94957101, -90.09405544000001 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 30.25822147, -93.23184980000001 ]"
"[ 32.52044603, -92.32690297000001 ]"
"[ 31.77217864, -93.64426115000001 ]"
"[ 29.98436814, -90.18323491 ]"
"[ 29.95001202, -90.09393356 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 30.3051439, -93.0983485 ]"
"[ 30.7700675, -92.39731055999999 ]"
"[ 29.85757285, -90.08002173 ]"
"[ 29.9597466, -89.96220719999999 ]"
"[ 29.963972, -90.106123 ]"
"[ 29.9596868, -89.96221509999999 ]"

"[ 29.875016, -92.218675 ]"
"[ 29.9064486, -90.0524903 ]"


"[ 32.25578711, -92.58892709 ]"
"[ 31.79507982, -93.09237579000001 ]"
"[ 30.25357536, -91.89512673999999 ]"

"[ 30.25830059, -93.231735 ]"
"[ 29.94996791, -90.09376441000001 ]"
"[ 15.4935055, -88.0403472 ]"

"[ 30.25367274, -91.89546744 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 29.95001396, -90.09392081 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 31.79509471, -93.09238513 ]"
"[ 32.55240113, -92.06470096 ]"
"[ 31.1395, -93.238187 ]"
"[ 29.9094696, -90.0626297 ]"
"[ 29.95001454, -90.09396959 ]"
"[ 30.25367274, -91.89546744 ]"
"[ 31.9668544, -91.6664486 ]"
"[ 31.7950863, -93.09238085 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 32.57698056, -93.4552266 ]"
"[ 29.142485, -90.2026042 ]"
"[ 29.93181767, -89.93066933999999 ]"
"[ 29.96387011, -90.10645596000001 ]"
"[ 29.94999525, -90.09428925 ]"

"[ 32.25576713, -92.58875641 ]"
"[ 29.95004274, -90.09459556 ]"
"[ 31.79486513, -93.09232306 ]"
"[ 30.25830106, -93.23173482 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 31.4008593, -92.46829990000001 ]"
"[ 32.52046313, -92.3269069 ]"
"[ 32.5115871, -92.6938131 ]"

"[ 31.79498987, -93.09240649 ]"
"[ 32.25089394, -92.56825360000001 ]"
"[ 31.7721001, -93.64406701999999 ]"
"[ 15.4935055, -88.0403472 ]"
"[ 31.79453837, -93.09265856 ]"
"[ 29.99519725, -90.18919452999999 ]"
"[ 29.95894791, -90.06538204 ]"
"[ 29.93181767, -89.93066933999999 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 29.93181767, -89.93066933999999 ]"
"[ 31.1395371, -93.238215 ]"
"[ 15.718405, -88.58992550000001 ]"
"[ 31.4008593, -92.46829990000001 ]"
"[ 29.94998187, -90.09390465 ]"
"[ 29.81691964, -90.105529 ]"
"[ 29.142485, -90.2026042 ]"
"[ 30.25367274, -91.89546744 ]"
"[ 30.02111834, -90.27360837000001 ]"
"[ 32.25576139, -92.58874719000001 ]"

"[ 30.25367274, -91.89546744 ]"
"[ 29.93181767, -89.93066933999999 ]"
"[ 29.1328589, -90.20964549999999 ]"
"[ 30.1409835, -92.9343835 ]"
"[ 29.93188615, -89.93039386 ]"
"[ 30.77024444, -92.39741114 ]"
"[ 29.9277619, -90.09794706 ]"
"[ 29.1328589, -90.20964549999999 ]"
"[ 30.02111642, -90.27361046999999 ]"
"[ 29.95773911, -90.06623956 ]"
"[ 30.25367274, -91.89546744 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 30.77024444, -92.39741114 ]"
"[ 15.47731, -87.99943 ]"
"[ 30.23449, -91.97378999999999 ]"
"[ 32.25576139, -92.58874719000001 ]"
"[ 30.1409832, -92.93438310000001 ]"
"[ 31.9024139, -91.6747192 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 29.96387465, -90.10643442 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 32.38210429, -92.43292443 ]"
"[ 32.25578801, -92.58891545 ]"
"[ 32.25087944, -92.56836672 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 29.9319051, -89.93075048 ]"
"[ 30.77024386, -92.39741549999999 ]"
"[ 29.82415981, -90.11116097999999 ]"
"[ 30.77025928, -92.39736588 ]"
"[ 29.9064707, -90.0525586 ]"
"[ 29.93195019, -89.93065727 ]"
"[ 30.1409836, -92.93438329999999 ]"
"[ 31.4008593, -92.46829990000001 ]"
"[ 30.08090565, -93.20102488000001 ]"
"[ 29.9597841, -89.9620633 ]"
"[ 29.1360676, -90.2072984 ]"
"[ 30.27834776, -89.83139542000001 ]"
"[ 29.93191327, -89.93066356 ]"
"[ 29.96471283, -90.01505419999999 ]"
"[ 29.96346116, -90.01903597 ]"
"[ 32.250874, -92.56835983000001 ]"
"[ 30.25367274, -91.89546744 ]"
"[ 32.25578629, -92.58891563 ]"
"[ 29.96491148, -90.05879369 ]"
"[ 14.63499607, -89.44424050000001 ]"

"[ 15.4929451, -88.0404226 ]"
"[ 15.7184065, -88.5899265 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 29.96341418, -90.01908040000001 ]"
"[ 29.99529131, -90.18905219 ]"
"[ 30.00280866, -90.2690005 ]"
"[ 29.96387323, -90.10644515 ]"
"[ 30.15663645, -92.00653194 ]"
"[ 29.93197798, -89.93053104000001 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 29.9596949, -89.9621101 ]"
"[ 30.25823606, -93.23185039000001 ]"
"[ 29.96467525, -90.01508303999999 ]"
"[ 32.25572447, -92.58875356 ]"
"[ 31.4008593, -92.46829990000001 ]"
"[ 15.7184061, -88.5899264 ]"
"[ 29.96349284, -90.01898500999999 ]"
"[ 29.93197798, -89.93053104000001 ]"
"[ 29.96387028, -90.10642568 ]"
"[ 32.44703483, -92.09285636 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 30.27843688, -89.83096297 ]"
"[ 29.93197798, -89.93053104000001 ]"
"[ 32.46758542, -92.08832470999999 ]"

"[ 29.93197798, -89.93053104000001 ]"
"[ 32.25101455, -92.56854370000001 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 29.94532725, -89.94470821 ]"
"[ 30.25367274, -91.89546744 ]"
"[ 29.875016, -92.218675 ]"
"[ 29.9715615, -90.0501951 ]"
"[ 30.02111667, -90.2736139 ]"
"[ 30.0210699, -90.27364885 ]"
"[ 32.26635686, -92.79680224000001 ]"
"[ 30.00280162, -90.2690202 ]"
"[ 14.63499607, -89.44424050000001 ]"
"[ 31.77213362, -93.64416215999999 ]"
"[ 32.56287705, -92.05663991 ]"
"[ 32.44703483, -92.09285636 ]"
